Loan_ID,Customer_ID,Loan_Amount,Loan_Status
149,2810,1629666.34,Approved
150,4906,4860857.23,Rejected
151,222,3930949.96,Rejected
152,1547,1212223.87,Approved
153,4090,2976659.12,Approved
154,2710,2505011.98,Pending
155,2602,2361446.63,Pending
156,2778,1042322.64,Approved
157,840,921713.36,Approved
158,1608,993426.47,Approved
159,2620,275855.06,Pending
160,86,1331418.81,Pending
161,3923,4130898.86,Pending
162,3110,1178518.62,Pending
163,2526,1717952.98,Approved
164,1059,2703065.47,Approved
165,4325,2181755.97,Approved
166,2033,1063537.35,Rejected
167,231,3807845.89,Approved
168,595,3415024.1,Pending
169,4055,4483417.6,Approved
170,2859,4487046.37,Rejected
171,169,503121.88,Pending
172,141,2690131.19,Approved
173,4498,3284601.58,Rejected
174,3374,3692758.95,Pending
175,1497,2671974.8,Approved
176,1637,317701.15,Approved
177,2824,3691400.83,Rejected
178,1914,4023873.56,Approved
179,2505,729366.01,Pending
180,1588,312510.57,Rejected
181,3659,2165744.7,Rejected
182,4622,123252.87,Rejected
183,1420,1701557.18,Rejected
184,661,4601176.7,Pending
185,3210,2632171.57,Rejected
186,2104,3097269.5,Approved
187,1319,4260181.58,Rejected
188,3969,1406032.86,Pending
189,711,4608345.88,Pending
190,1301,1441074.31,Approved
191,1910,4863773.68,Pending
192,4836,2003373.79,Approved
193,1328,757411.47,Rejected
194,1849,143584.06,Rejected
195,3351,4654445.97,Rejected
196,264,1217709.51,Pending
197,858,605232.9,Rejected
198,114,67330.55,Rejected
199,4721,2317809.77,Approved
200,1749,1424845.86,Rejected
201,3808,4271593.64,Approved
202,901,1118629.42,Rejected
203,3607,1914900.24,Approved
204,776,3286274.59,Approved
205,276,2008126.55,Approved
206,1405,2895098.9,Approved
207,4363,4975091.09,Approved
208,3028,2169401.93,Rejected
209,390,3394271.52,Rejected
210,3751,1089060.36,Rejected
211,447,661216.83,Pending
212,4063,4986631.21,Approved
213,4945,2049832.66,Approved
214,4314,4748508.71,Approved
215,4541,2589959.17,Pending
216,3878,3377110.68,Rejected
217,4143,4471409.09,Rejected
218,853,4267973.7,Rejected
219,2701,4008445.99,Pending
220,3125,1555013.39,Approved
221,942,3715700.97,Pending
222,292,1827188.56,Approved
223,3627,2933493.26,Pending
224,4618,3976708.09,Approved
225,2578,3442280.71,Rejected
226,3203,4804595.59,Rejected
227,663,4450307.62,Pending
228,3518,1439596.16,Rejected
229,2271,3495341.39,Pending
230,2267,713817.4,Rejected
231,3562,4587793.47,Rejected
232,1364,1316507.59,Pending
233,3623,4389709.25,Rejected
234,3343,2529638.62,Pending
235,686,1874094.91,Rejected
236,839,1602298.39,Approved
237,2337,3289583.72,Approved
238,1425,4047104.07,Approved
239,792,2493088.55,Pending
240,3190,1234876.85,Pending
241,3227,4933040.33,Approved
242,3304,4092605.89,Approved
243,2309,4827231.2,Rejected
244,2568,655680.91,Pending
245,2355,4447590.18,Rejected
246,3480,4057079.59,Rejected
247,914,4496104.44,Approved
248,1616,690354.45,Pending
249,842,2437613.1,Rejected
250,2567,4740546.64,Pending
251,3088,3733391.48,Pending
252,915,643041.18,Pending
253,3810,4122577.52,Pending
254,1706,1794408.73,Pending
255,1872,4375808.77,Rejected
256,4696,1500149.02,Approved
257,4652,2273482.53,Pending
258,4038,1805410.03,Rejected
259,373,1886752.67,Pending
260,3878,2396852.06,Pending
261,1705,643433.9,Pending
262,4607,1939948.54,Pending
263,1270,2194380.49,Approved
264,3508,225913.7,Pending
265,134,1210732.48,Pending
266,4219,344930.45,Pending
267,801,1980426.03,Rejected
268,3784,3434236.82,Pending
269,3459,2470701.02,Pending
270,1717,2912425.26,Rejected
271,3149,1274448.36,Approved
272,3581,3050854.91,Rejected
273,1291,3608325.91,Pending
274,1204,3676765.83,Rejected
275,4708,4297412.0,Approved
276,1838,4443959.6,Rejected
277,4517,4300547.73,Approved
278,4228,3872956.82,Approved
279,3842,2059343.24,Pending
280,1965,1459140.0,Rejected
281,2928,4094952.25,Pending
282,1069,735625.73,Approved
283,1191,2567172.16,Approved
284,317,1035646.9,Pending
285,3521,182778.55,Rejected
286,303,3845300.44,Approved
287,3194,2719348.09,Pending
288,3635,722067.2,Pending
289,3345,1371249.76,Approved
290,2829,60795.06,Pending
291,4926,2032387.88,Approved
292,2448,4022653.97,Rejected
293,1881,2333008.22,Approved
294,3701,1736577.54,Rejected
295,3107,4163572.56,Approved
296,975,3311243.86,Approved
297,334,772961.15,Pending
298,206,1046760.3,Approved
299,4536,3144784.95,Approved
300,2368,3063456.26,Approved
301,1782,227438.08,Approved
302,3737,3668583.09,Rejected
303,3797,170851.13,Rejected
304,1708,2374019.39,Rejected
305,606,1263773.47,Rejected
306,3127,3187300.16,Pending
307,1109,1327083.15,Approved
308,675,1697606.97,Approved
309,1036,1144156.28,Approved
310,4035,940931.63,Pending
311,3885,129961.21,Approved
312,2581,3971729.59,Approved
313,1917,2490726.62,Approved
314,649,1519944.01,Pending
315,2221,1438155.46,Approved
316,2660,4311640.54,Rejected
317,2547,3074416.87,Rejected
318,4724,2388020.21,Approved
319,4363,3632959.55,Approved
320,4244,2446460.58,Rejected
321,3085,4016879.74,Pending
322,2034,4422251.3,Pending
323,3226,1728037.81,Pending
324,3164,3853531.3,Rejected
325,192,3243170.69,Pending
326,2319,3545168.6,Rejected
327,4441,455973.19,Approved
328,3872,1253603.48,Approved
329,2779,3906438.48,Pending
330,2890,2003308.66,Pending
331,1811,1720139.77,Pending
332,1138,3648851.64,Pending
333,4039,4657835.39,Approved
334,2310,4182212.02,Pending
335,1371,2714949.95,Pending
336,4122,3918657.2,Pending
337,614,106073.37,Rejected
338,4901,3158744.53,Pending
339,1993,3143714.69,Approved
340,3605,3012775.57,Rejected
341,2591,3065896.18,Pending
342,1675,367558.0,Pending
343,2369,4233065.21,Pending
344,2180,2976008.92,Rejected
345,1955,360591.2,Approved
346,2194,4168064.93,Approved
347,3512,1545125.11,Approved
348,4364,1759682.76,Pending
349,1122,935760.82,Rejected
350,957,3966022.17,Pending
351,2390,4385822.59,Approved
352,1961,4671763.07,Pending
353,1760,3140187.91,Rejected
354,2854,686681.15,Rejected
355,758,2375334.63,Approved
356,2005,2936607.13,Rejected
357,3773,1944661.85,Pending
358,261,3363497.23,Approved
359,4212,4957506.74,Approved
360,4320,3719956.82,Pending
361,2498,635814.87,Approved
362,4495,4084140.9,Approved
363,4750,2283426.75,Rejected
364,868,3469231.59,Pending
365,3116,3530274.12,Approved
366,3980,4615610.82,Rejected
367,2173,58637.4,Rejected
368,2213,4693412.44,Rejected
369,218,3556391.53,Rejected
370,1395,4903070.58,Approved
371,3293,911429.03,Approved
372,4503,1464935.13,Approved
373,1340,325216.04,Rejected
374,4653,2781334.09,Pending
375,2212,3365802.64,Rejected
376,1132,2082136.32,Approved
377,4184,532999.16,Approved
378,1337,3716495.07,Pending
379,1055,1008883.74,Approved
380,4848,3809772.32,Rejected
381,3838,1030697.13,Pending
382,3268,2183952.03,Rejected
383,645,4069172.99,Approved
384,2083,2853554.24,Pending
385,815,3118369.14,Pending
386,2897,1534659.55,Approved
387,649,178074.46,Rejected
388,3153,139846.15,Approved
389,2117,3451038.46,Rejected
390,3168,1221323.05,Rejected
391,1138,2624618.81,Approved
392,3670,2127440.44,Pending
393,1035,3727050.55,Rejected
394,4139,719937.34,Rejected
395,2067,1531332.61,Rejected
396,557,532079.81,Approved
397,989,3393595.28,Rejected
398,458,3571332.38,Pending
399,4766,3191667.38,Pending
400,2891,4848783.69,Pending
401,2684,1172010.43,Rejected
402,1147,851265.94,Rejected
403,2409,4153203.06,Rejected
404,2603,3629583.72,Approved
405,4792,4528127.56,Rejected
406,204,3812768.06,Approved
407,443,4167912.8,Rejected
408,2266,1956414.05,Approved
409,537,4924712.91,Pending
410,1055,688605.0,Rejected
411,4666,1358779.47,Pending
412,2267,2826524.13,Approved
413,1620,1781467.85,Approved
414,4007,2389910.99,Rejected
415,4932,1462917.44,Pending
416,4412,2403114.98,Pending
417,4504,3377781.22,Pending
418,3214,1510218.61,Rejected
419,2223,2876257.31,Pending
420,2994,2512007.59,Pending
421,4687,1272187.02,Approved
422,3405,1199274.03,Rejected
423,1300,2536587.44,Approved
424,1802,680756.37,Pending
425,3080,4176876.87,Rejected
426,1414,631521.02,Rejected
427,1523,2030307.57,Pending
428,1739,2398769.98,Pending
429,861,463516.36,Pending
430,987,51102.78,Pending
431,4619,2726387.11,Rejected
432,3056,4153401.17,Approved
433,3894,356484.63,Pending
434,4940,2482579.82,Rejected
435,406,1323036.38,Approved
436,2300,3076282.62,Rejected
437,670,1805885.99,Rejected
438,1891,1231033.36,Rejected
439,1470,3524950.93,Approved
440,2213,2342900.62,Rejected
441,96,3798107.36,Approved
442,3920,2000721.29,Pending
443,2784,123037.81,Approved
444,4704,4131527.72,Rejected
445,2278,3661550.13,Pending
446,1357,2106964.88,Rejected
447,2578,4398455.64,Rejected
448,1945,4775035.35,Rejected
449,3457,1157335.9,Pending
450,892,4553104.13,Approved
451,4954,2076898.86,Pending
452,1688,4225957.56,Rejected
453,4941,4407180.16,Approved
454,3217,1090758.6,Rejected
455,3580,3216316.41,Approved
456,1629,1596691.63,Approved
457,2118,814597.46,Pending
458,1554,1834914.31,Rejected
459,4563,2946798.91,Rejected
460,4618,323996.3,Rejected
461,858,4609867.09,Pending
462,4871,2717031.47,Pending
463,531,275916.44,Rejected
464,4178,2386146.54,Approved
465,937,3999832.44,Pending
466,702,1841664.43,Rejected
467,2693,1710502.2,Pending
468,1720,4955274.05,Pending
469,4553,3779986.66,Rejected
470,1092,4851741.91,Pending
471,3089,218311.64,Pending
472,2208,1703901.1,Pending
473,360,2401138.95,Rejected
474,1349,1978406.89,Rejected
475,2503,563777.4,Approved
476,1655,3735134.84,Pending
477,2863,1610410.15,Pending
478,4869,3219653.74,Approved
479,2942,2618718.74,Approved
480,4207,1951157.62,Pending
481,247,4346334.06,Approved
482,3941,2476264.24,Approved
483,3900,1431650.65,Rejected
484,4883,393570.91,Approved
485,4577,2800524.65,Approved
486,3506,3093060.34,Rejected
487,1774,4380604.29,Rejected
488,1011,1708168.45,Approved
489,2706,4399068.38,Pending
490,4918,3555692.39,Approved
491,1091,4282519.3,Approved
492,656,4551338.83,Rejected
493,2828,573236.01,Rejected
494,1369,4355696.08,Pending
495,1671,4410644.25,Approved
496,155,1666621.84,Pending
497,2188,3631003.61,Rejected
498,2064,4143529.67,Approved
499,2594,3773222.94,Approved
500,1416,4343561.59,Rejected
501,4398,4337787.96,Approved
502,2428,1549234.82,Approved
503,2577,1243419.06,Pending
504,4816,3289829.47,Pending
505,4627,755744.77,Pending
506,2685,3381105.53,Approved
507,2249,1671328.92,Pending
508,4065,2119466.6,Pending
509,3163,2791450.59,Rejected
510,3973,4502234.96,Rejected
511,1154,4070529.97,Approved
512,483,1547525.5,Pending
513,4141,913693.99,Rejected
514,2525,2300047.86,Approved
515,3802,2254533.5,Approved
516,2476,2452460.78,Rejected
517,2430,436117.84,Rejected
518,3808,541179.89,Approved
519,2601,505660.52,Approved
520,3626,2309045.09,Approved
521,2261,4159158.7,Approved
522,840,4324963.78,Pending
523,4615,673636.17,Approved
524,2342,2804522.81,Approved
525,2472,2636353.82,Approved
526,3371,1159253.45,Rejected
527,599,2139191.35,Pending
528,2031,126163.38,Approved
529,1522,566539.12,Pending
530,3920,2150540.09,Approved
531,4612,4417289.48,Pending
532,2514,1579090.29,Approved
533,2403,3455256.19,Pending
534,2592,916197.4,Pending
535,3369,4709212.91,Pending
536,1717,4957838.31,Rejected
537,2524,164154.47,Rejected
538,2841,1834682.69,Approved
539,3689,3513587.49,Pending
540,283,4835022.28,Rejected
541,4690,3952677.21,Approved
542,2601,2905467.17,Rejected
543,4704,4370925.38,Pending
544,3907,3930349.79,Rejected
545,2061,1883295.89,Pending
546,4724,2212063.32,Rejected
547,1080,4334621.05,Approved
548,211,4226589.91,Rejected
549,418,1185841.77,Pending
550,4446,681533.45,Approved
551,4254,4841520.23,Approved
552,630,116588.99,Rejected
553,71,1784047.07,Approved
554,2501,1067956.49,Pending
555,3440,4355383.43,Pending
556,1054,3991660.72,Rejected
557,1929,4832554.0,Pending
558,3300,3620824.18,Approved
559,3862,3249768.85,Approved
560,769,842524.25,Approved
561,3294,2260645.92,Approved
562,1536,2055889.85,Rejected
563,1739,3273945.2,Pending
564,1859,2020765.32,Rejected
565,3963,353428.69,Approved
566,2337,2597728.19,Approved
567,3958,572943.45,Pending
568,3189,2634594.07,Pending
569,1966,696353.34,Pending
570,4465,2014889.83,Rejected
571,91,2897921.14,Pending
572,4557,1500522.1,Pending
573,3482,3935061.37,Rejected
574,4483,3099204.65,Pending
575,1234,3367224.56,Pending
576,3937,1039738.94,Rejected
577,1731,2380461.48,Pending
578,3931,891154.55,Rejected
579,1841,3148939.07,Pending
580,920,4871697.0,Approved
581,3369,785059.12,Approved
582,3766,1207276.86,Pending
583,1392,3278925.64,Rejected
584,4237,4495686.89,Pending
585,3187,3216798.55,Rejected
586,4711,1681451.0,Approved
587,745,1381180.94,Pending
588,2022,4375050.9,Pending
589,1892,2294759.15,Rejected
590,4478,2422312.33,Rejected
591,2420,4266744.72,Rejected
592,580,2422576.74,Approved
593,2722,1665240.57,Pending
594,907,4413619.5,Pending
595,3372,2999935.7,Rejected
596,993,333176.31,Pending
597,3649,4382631.79,Approved
598,3174,4765513.73,Pending
599,229,1819952.37,Pending
600,331,485213.33,Rejected
601,2521,1360887.26,Approved
602,2950,1360670.46,Approved
603,3084,3034538.05,Approved
604,3362,656644.03,Rejected
605,4242,4431720.03,Approved
606,1264,229246.87,Pending
607,637,1855616.41,Pending
608,3703,907103.73,Rejected
609,4044,3386705.54,Rejected
610,583,1351271.19,Approved
611,2360,3373109.94,Rejected
612,1592,4713367.95,Pending
613,2843,1917151.29,Approved
614,4927,2266058.55,Approved
615,3876,4773397.63,Pending
616,293,2839132.24,Rejected
617,4272,3558243.04,Pending
618,1737,3445808.42,Pending
619,843,647748.72,Approved
620,5000,4783996.6,Pending
621,1739,3880824.5,Approved
622,541,2021668.46,Pending
623,858,598428.31,Pending
624,2732,665493.89,Pending
625,3586,2920155.72,Approved
626,828,3508000.61,Approved
627,2509,362054.44,Approved
628,583,3910085.18,Pending
629,884,4505852.8,Rejected
630,735,4273700.26,Pending
631,475,3124487.98,Approved
632,4082,3632930.59,Pending
633,1515,3342867.15,Approved
634,2891,1494931.09,Approved
635,1304,1204215.01,Approved
636,3168,1906641.54,Rejected
637,544,1475248.4,Pending
638,865,263115.64,Pending
639,3854,3958697.97,Pending
640,4374,4841973.37,Approved
641,3767,4087635.12,Approved
642,383,1465695.24,Pending
643,4616,3727987.04,Approved
644,3049,1461454.62,Pending
645,1266,2200502.11,Rejected
646,2628,2509571.28,Pending
647,2139,1302242.77,Rejected
648,4996,4712486.42,Pending
649,2668,809211.26,Pending
650,3156,551906.08,Pending
651,2166,2426533.45,Rejected
652,1536,3486700.76,Approved
653,2255,1340939.73,Approved
654,2864,3631118.35,Approved
655,2509,3988503.78,Rejected
656,4688,2396836.15,Rejected
657,892,2915501.87,Approved
658,1076,281288.68,Approved
659,4989,1549216.86,Approved
660,3904,4051217.37,Approved
661,4973,4735443.02,Pending
662,115,4094003.64,Pending
663,1827,4580356.05,Approved
664,4660,4833283.51,Approved
665,2864,683925.17,Approved
666,3995,1653859.39,Pending
667,2694,1247756.21,Pending
668,4615,810749.48,Pending
669,4343,3145395.38,Approved
670,2553,4670541.2,Pending
671,2962,4770299.62,Rejected
672,36,2504928.42,Rejected
673,571,1304097.77,Pending
674,1193,3176887.04,Pending
675,2937,3697183.31,Pending
676,3835,487872.01,Rejected
677,688,2348496.1,Pending
678,1608,569214.83,Approved
679,4619,2990522.94,Pending
680,4381,3202192.73,Rejected
681,2131,1235293.85,Approved
682,4961,275872.53,Pending
683,1094,2520690.31,Pending
684,3931,1365515.5,Approved
685,4803,4119578.88,Rejected
686,4395,3768163.38,Approved
687,3573,1878884.23,Rejected
688,4737,2867166.35,Pending
689,4806,2000079.21,Rejected
690,4853,4598599.85,Approved
691,1227,1491682.07,Pending
692,3285,1016025.95,Approved
693,1457,3875944.54,Approved
694,1019,1746143.35,Rejected
695,2900,3788392.15,Pending
696,2982,2477006.65,Rejected
697,754,3190976.99,Approved
698,348,3423473.75,Pending
699,3239,2593708.53,Approved
700,449,3594329.77,Pending
701,413,1656127.43,Approved
702,3807,3537864.64,Pending
703,4579,1474732.36,Rejected
704,1603,3646071.61,Approved
705,4324,3344113.4,Rejected
706,3872,779711.91,Approved
707,3473,1349353.39,Rejected
708,3334,347925.09,Pending
709,4459,1852267.11,Approved
710,1706,2577893.71,Rejected
711,4533,3371532.36,Approved
712,4446,2607342.27,Pending
713,4446,2245652.89,Rejected
714,510,794673.42,Approved
715,4933,3636839.84,Approved
716,1784,4156848.56,Rejected
717,3074,4519553.92,Approved
718,3634,2149104.59,Pending
719,1660,2931684.04,Approved
720,456,1139169.77,Approved
721,2123,1218919.82,Rejected
722,1210,4168802.38,Rejected
723,4156,3958403.51,Rejected
724,4769,2706259.53,Approved
725,1454,1478389.42,Rejected
726,3762,4554325.93,Approved
727,1006,135954.76,Pending
728,1906,3796616.77,Rejected
729,1525,1765806.81,Rejected
730,794,964902.63,Pending
731,2159,2618533.34,Pending
732,4144,2614430.94,Rejected
733,3948,1694940.96,Pending
734,2208,4904296.11,Rejected
735,4318,1760670.25,Rejected
736,3278,3703643.96,Approved
737,1927,3712401.86,Approved
738,3610,1294797.87,Approved
739,1012,2427282.75,Pending
740,2128,2305656.62,Approved
741,4416,4026282.14,Pending
742,1694,828606.97,Rejected
743,2222,3618374.88,Approved
744,4710,4683219.35,Rejected
745,1750,1272133.0,Approved
746,52,3843368.34,Approved
747,4147,2600409.83,Pending
748,4482,3984743.47,Pending
749,4727,621786.89,Approved
750,4018,962169.71,Rejected
751,3283,648419.66,Rejected
752,884,1626444.01,Approved
753,2812,1259069.92,Rejected
754,1526,3722585.66,Pending
755,1174,416404.79,Rejected
756,4178,4987214.44,Pending
757,3238,299497.51,Pending
758,3417,1759408.59,Rejected
759,2582,3690321.36,Pending
760,4382,369809.37,Rejected
761,400,2141442.46,Pending
762,1192,4259534.67,Rejected
763,154,3783460.03,Approved
764,1249,2430883.07,Approved
765,3437,4185969.78,Approved
766,3596,3144498.86,Approved
767,461,269952.85,Rejected
768,1383,3314834.34,Pending
769,4461,2733567.42,Approved
770,1330,2455372.86,Rejected
771,1237,3778908.71,Pending
772,1369,4148970.29,Pending
773,3420,475847.94,Approved
774,629,1715055.49,Approved
775,4340,1391222.71,Approved
776,3654,1362761.12,Rejected
777,846,1982631.36,Approved
778,2406,743243.96,Rejected
779,4055,1314014.48,Pending
780,2928,2339472.13,Pending
781,2731,665889.3,Rejected
782,369,1364276.14,Rejected
783,2100,1221269.67,Pending
784,261,2613245.42,Pending
785,1785,1898199.37,Pending
786,3246,2225227.23,Pending
787,3018,2814973.93,Pending
788,3708,574891.7,Rejected
789,637,1165410.79,Pending
790,4476,4872946.83,Rejected
791,2593,1487332.11,Pending
792,3872,3112710.05,Rejected
793,3398,3877653.37,Pending
794,4259,2878370.73,Approved
795,68,4186592.13,Approved
796,3743,255719.65,Approved
797,2558,3191763.45,Approved
798,896,3050372.42,Pending
799,1191,2369423.73,Pending
800,2044,1463119.74,Approved
801,3605,4636028.16,Rejected
802,2958,4820728.48,Rejected
803,1419,755955.5,Approved
804,4562,311530.53,Pending
805,1956,65477.04,Pending
806,4430,2126054.42,Approved
807,2843,2809783.05,Approved
808,2800,2833057.79,Approved
809,3320,4078481.58,Pending
810,3383,3656480.71,Approved
811,1993,1394186.42,Rejected
812,668,4676072.32,Approved
813,581,3329135.46,Rejected
814,4894,2474144.35,Rejected
815,332,3623885.82,Rejected
816,1283,1654166.43,Approved
817,1916,497758.63,Approved
818,4897,2298373.02,Rejected
819,2972,4141483.48,Pending
820,2138,2656676.04,Approved
821,358,950282.96,Rejected
822,3473,4385792.66,Pending
823,4360,1947379.85,Rejected
824,1899,3754197.87,Pending
825,1514,4639208.52,Rejected
826,914,3241534.65,Rejected
827,1987,1953565.27,Pending
828,4271,1121375.51,Rejected
829,4122,3090405.72,Pending
830,3278,160986.22,Pending
831,1225,1234950.01,Pending
832,267,1795459.29,Rejected
833,2472,3247155.95,Rejected
834,59,2354617.84,Approved
835,4187,2580293.07,Approved
836,3096,2421875.06,Approved
837,635,170620.75,Rejected
838,2848,1454925.45,Pending
839,4432,1595320.16,Pending
840,1094,4649547.05,Pending
841,1658,4085027.73,Pending
842,1436,3714981.05,Approved
843,530,3551746.53,Rejected
844,2749,1728452.83,Approved
845,676,2588647.91,Pending
846,1991,2730516.77,Pending
847,712,3424341.28,Rejected
848,4183,1311082.89,Approved
849,1980,1457981.31,Approved
850,1996,2718168.82,Approved
851,2462,3849979.86,Rejected
852,2978,1274867.79,Pending
853,4303,99127.13,Pending
854,181,2049947.9,Rejected
855,578,3848623.15,Rejected
856,4780,4737024.74,Pending
857,89,3046378.19,Rejected
858,1170,160434.5,Pending
859,3538,673714.77,Pending
860,2432,3705274.14,Pending
861,2877,4580565.52,Approved
862,710,1843082.19,Rejected
863,4244,3716095.02,Approved
864,3638,2010319.87,Pending
865,1160,3312638.31,Rejected
866,1398,236624.76,Rejected
867,1447,682437.42,Rejected
868,2746,1787315.58,Pending
869,1472,1052485.88,Pending
870,4114,3981315.45,Approved
871,1412,4060397.34,Approved
872,1373,1266343.81,Rejected
873,3661,3763989.33,Approved
874,416,4393928.98,Rejected
875,1175,4837662.77,Rejected
876,2967,611678.03,Pending
877,3588,603206.56,Pending
878,1480,4510621.63,Rejected
879,2690,2178832.81,Approved
880,736,1524625.18,Rejected
881,4022,4227555.49,Approved
882,1041,3589572.86,Rejected
883,623,579455.68,Approved
884,2836,3121491.51,Approved
885,3911,4478116.0,Pending
886,3361,3128554.4,Approved
887,1435,1201490.1,Rejected
888,827,2350144.65,Pending
889,2106,3518224.79,Rejected
890,4294,1268770.59,Rejected
891,326,2819320.33,Approved
892,4050,423788.4,Pending
893,3937,2021130.0,Approved
894,189,4951438.26,Approved
895,4944,1526092.04,Approved
896,3169,3295983.88,Pending
897,107,1914960.86,Pending
898,877,2557316.57,Pending
899,4471,293823.5,Rejected
900,2733,1770423.23,Pending
901,518,3621339.84,Rejected
902,3928,2211900.98,Approved
903,3707,2742117.56,Rejected
904,2402,394204.08,Rejected
905,2748,592518.83,Pending
906,1048,575254.5,Pending
907,3659,2897228.29,Rejected
908,549,2930461.22,Rejected
909,1286,3234649.47,Rejected
910,1123,4747726.41,Approved
911,47,70064.64,Pending
912,663,1494481.8,Pending
913,459,1816018.15,Rejected
914,871,2805960.42,Rejected
915,337,548422.89,Rejected
916,1806,1088067.67,Rejected
917,2794,440467.46,Rejected
918,3949,481629.25,Rejected
919,4637,2048163.79,Rejected
920,1292,146838.29,Rejected
921,4436,4982168.46,Pending
922,326,830474.41,Rejected
923,2447,3965675.27,Approved
924,3515,2376395.48,Rejected
925,2222,468468.94,Approved
926,3738,1497812.23,Pending
927,215,1777595.19,Approved
928,4084,900528.44,Pending
929,3922,3408060.74,Rejected
930,4254,1053449.16,Rejected
931,789,538673.34,Rejected
932,68,2507566.23,Rejected
